store,id,public_id,is_active,publication_status,raw_title,job_title,url,application_url,department,location,workplace_address,salary_range,description,duration,hours,availability,academic_course,academic_workload,academic_office_hours,academic_supervisor,academic_appointment_type,academic_schedule,academic_term,benefits,required_skills,experience_requirements,education_requirements,license_requirements,language_requirements,certification_requirements,software_requirements,medical_requirements,responsibility_tags,qualification_tags,quality_flags
"archive","APTEUO---Automne-2026---ERG5525-Exploration-de-la-participation-occupationnelle--volet-fonction-cognitive-_JR37684","3393","0","fully_parsed","Exploration de la participation occupationnelle (volet fonction cognitive)","Exploration de la participation occupationnelle (volet fonction cognitive)","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Lees-Campus/APTEUO---Automne-2026---ERG5525-Exploration-de-la-participation-occupationnelle--volet-fonction-cognitive-_JR37684","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Lees-Campus/APTEUO---Automne-2026---ERG5525-Exploration-de-la-participation-occupationnelle--volet-fonction-cognitive-_JR37684","École des sciences de la réadaptation / School of Rehabilitation Sciences","Ottawa, ON","","$239.47 hour","## Overview\nThis posting is for a part-time regular professor position to teach the course ERG5525 Exploration de la participation occupationnelle (cognitive function component) in the Spring-Summer 2026 semester at the University of Ottawa's Faculty of Health Sciences.\n\n## Responsibilities\n- Deliver lectures on the history, values and fundamental concepts of occupational therapy, including meaningful occupation, occupational participation and occupational science.\n- Teach the interactive relationship between person, environment and occupations and the influence of these dimensions on activity performance.\n\n## Qualifications\n- Clinical experience\n- Expertise in occupation and occupational participation concepts, including activity analysis and dynamic performance analysis.\n- Teaching experience is an asset.","","","","ERG5525 — Exploration de la participation occupationnelle (volet fonction cognitive)","","","","","","Spring/Summer 2026","[]","[]","[""3+ years""]","","","[""English"",""French""]","","","","[""Education & mentoring"",""Collaboration""]","[""Education & mentoring""]","[""description_over_500_chars""]"
"archive","APTPUO----Hiver-Winter-2027-MUS39582--A---Rpertoire-vocal-II---Vocal-Repertoire-II_JR35839","3917","0","fully_parsed","","Répertoire vocal II / Vocal Repertoire II","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO----Hiver-Winter-2027-MUS39582--A---Rpertoire-vocal-II---Vocal-Repertoire-II_JR35839","","School of Music","Ottawa, ON","","$87.76 hour","## Overview\nSurvey of solo vocal literature through analysis and performance with emphasis on style, text-music relationships, interpretation, and presentation. Part 2 of the course. Coordinate with the regular professor for the course outline.\n\n## Responsibilities\n- Deliver lectures and conduct performance analysis of solo vocal literature\n- Coordinate course outline with the regular professor\n- Grade student performances and assignments\n\n## Compensation & Benefits\n(2024-2025), does not include vacation or statutory pay\n- Work hours: 18 hours total","","","","","","","","","","Winter 2027","[]","[]","","[""PhD or DMA in Music or equivalent with extensive ongoing experience in vocal performance and vocal pedagogy""]","[]","[""English"",""French"",""Bilingual""]","","","","[""Client care""]","[]","[""description_over_500_chars""]"
"archive","APTPUO---AUT-Fall-2026---Hiver-Winter-2027---MUS19021---MUS19022-A---Leon-de-piano-en-groupe-I---Class-piano-I_JR37128","3939","0","fully_parsed","","Leçon de piano en groupe I / Class Piano I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---AUT-Fall-2026---Hiver-Winter-2027---MUS19021---MUS19022-A---Leon-de-piano-en-groupe-I---Class-piano-I_JR37128","","École de musique / School of Music","Ottawa, ON","","$87.76 hour","## Overview\nInitiation pratique au piano. / Basic piano instruction.\n\n## Responsibilities\n- Deliver weekly piano lessons (Monday 8:30-9:30)\n- Grade student performance and progress\n- Prepare lesson materials and assignments\n\n## Qualifications\n- Previous experience teaching piano lessons\n- Experience teaching at the university level is an asset\n\n## Nice to Have\n- Teaching experience at the university level","Winter 2027","","","","","","","","","","[]","[]","","[""Master's degree in music (completed or in progress) or equivalent in Piano performance""]","[]","","","","","[""Client care""]","[""Education & mentoring""]","[]"
"archive","APTPUO---AUT-Fall-2026---Hiver-Winter-2027---MUS19021---MUS19022-B---Leon-de-piano-en-groupe-I---Class-piano-I_JR37130","3934","0","fully_parsed","","Class Piano I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---AUT-Fall-2026---Hiver-Winter-2027---MUS19021---MUS19022-B---Leon-de-piano-en-groupe-I---Class-piano-I_JR37130","","School of Music","Ottawa, ON","","$87.76 hour","## Overview\nInitiation pratique au piano / Basic piano instruction.\n\n## Responsibilities\n- Teach piano lessons\n- Deliver course MUS19021 & MUS19022 B: Leçon de piano en groupe I / Class Piano I in person\n- Manage year-long course schedule\n\n## Qualifications\n- Previous experience in teaching piano lessons\n\n## Nice to Have\n- Experience teaching at the university level","Winter 2027","","","","","","","","","","[]","[""Piano""]","","[""Master's degree in music (completed or pending) or equivalent in Piano performance""]","[]","","","","","[""Education & mentoring""]","","[]"
"archive","APTPUO---AUT-Fall-2026---Hiver-Winter-2027---MUS19021---MUS19022-C---Leon-de-piano-en-groupe-I---Class-piano-I_JR37131","3933","0","fully_parsed","","Leçon de piano en groupe I / Class Piano I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---AUT-Fall-2026---Hiver-Winter-2027---MUS19021---MUS19022-C---Leon-de-piano-en-groupe-I---Class-piano-I_JR37131","","School of Music","Ottawa, ON","","$87.76 hour","## Overview\nBasic piano instruction.\n\n## Responsibilities\n- Teach piano lessons to students in a group setting.\n- Prepare course materials and assessments.\n\n## Qualifications\n- Previous experience in teaching piano lessons.\n- Experience teaching at the university level is an asset.\n\n## Nice to Have\n- Experience teaching at the university level.","Winter 2027","","","","","","","","","","[]","[""Piano""]","","[""Master's degree in music (completed or pending) or equivalent in Piano performance""]","[]","","","","","[""Education & mentoring"",""Planning & evaluation"",""Client care""]","[""Education & mentoring""]","[]"
"archive","APTPUO---AUT-Fall-2026---Hiver-Winter-2027---MUS19021---MUS19022-D---Leon-de-piano-en-groupe-I---Class-piano-I_JR35927","3936","0","fully_parsed","","Leçon de piano en groupe I / Class Piano I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---AUT-Fall-2026---Hiver-Winter-2027---MUS19021---MUS19022-D---Leon-de-piano-en-groupe-I---Class-piano-I_JR35927","","School of Music","Ottawa, ON","","","## Overview\nBasic piano instruction for group class.\n\n## Responsibilities\n- Deliver piano lessons and basic piano instruction\n\n## Qualifications\n- Previous experience in teaching piano lessons\n- Experience teaching at the university level is an asset\n\n## Nice to Have\n- Experience teaching at the university level","","","","","","","","","","","[]","[""Piano""]","","[""Master's degree in music (completed or pending) or equivalent in Piano performance""]","[]","","","","","[]","[""Education & mentoring""]","[]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music----FLUTE_JR35938","4106","0","fully_parsed","","Applied Music - Flute","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music----FLUTE_JR35938","","School of Music","Ottawa, ON","","$87.76 hour","## Responsibilities\n- Provide applied music instruction to flute students at various levels\n- Schedule lessons individually with students\n\n## Qualifications\n- Experience as a flute teacher and performer\n- Experience teaching flute at the university level","Winter 2027","","","","","","","","","","[]","[""Flute performance"",""Teaching flute at university level""]","","[""Master's degree in music""]","[]","","","","","","","[]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---CHANT---VOICE_JR35977","4094","0","fully_parsed","","Applied Music - Voice Instructor","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---CHANT---VOICE_JR35977","","Faculty of Arts, School of Music","Ottawa, ON","","$87.76 hour","## Responsibilities\n- Deliver weekly applied music lessons to voice students at various levels\n- Prepare students for jury exams and performances\n- Assess student progress and assign grades\n- Coordinate lesson schedules with each student\n\n## Qualifications\n- Experience as a voice teacher and performer\n- Experience teaching voice at the university level","","","","","","","","","","","[]","[""Voice"",""Applied Music""]","","[""Master's degree in music""]","[]","[""Bilingual""]","","","","","","[]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---CLARINETTE-CLARINET_JR35934","4109","0","fully_parsed","","Applied Music - Clarinet","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---CLARINETTE-CLARINET_JR35934","","School of Music","Ottawa, ON","","$87.76 hour","## Overview\nThis posting is for Applied Music courses in clarinet covering multiple levels from introductory to graduate. The courses involve one-on-one instruction with students.\n\n## Responsibilities\n- Deliver weekly one-on-one clarinet lessons to undergraduate and graduate students\n- Assess student progress and provide feedback\n- Prepare students for juries and recitals\n\n## Qualifications\n- Experience as a teacher and performer of clarinet\n- Experience teaching clarinet at the university level","","","","","","","","","","","[]","[""Clarinet""]","","[""Master's degree in music""]","[]","","","","","","","[]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---CONTREBASSE---DOUBLE-BASS_JR35936","4107","0","fully_parsed","","Applied Music - Double Bass","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---CONTREBASSE---DOUBLE-BASS_JR35936","","Faculty of Arts / School of Music","Ottawa, ON","","$87.76 hour","## Responsibilities\n- Provide applied music instruction to double bass students at various levels (undergraduate and graduate)\n- Schedule lessons with students\n\n## Qualifications\n- Experience as a teacher and performer of double bass\n- Experience teaching double bass at the university level","Winter 2027","","","","","","","","","","[]","[""Double bass""]","","[""Master's degree in music""]","[]","","","","","","","[]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---COR---HORN_JR35966","4101","0","fully_parsed","","Applied Music - Horn","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---COR---HORN_JR35966","","School of Music, Faculty of Arts","Ottawa, ON","","$87.76 hour","## Responsibilities\n- Provide applied music instruction to horn students at various levels\n- Schedule lessons with students\n\n## Qualifications\n- Experience as a teacher and performer of horn\n- Experience teaching horn students at the university level","Winter 2027","","","","","","","","","","[]","[""Horn performance""]","","[""Master's degree in music""]","[]","","","","","","","[]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---GUITARE---GUITAR_JR35959","4104","0","fully_parsed","","Applied Music - Guitar","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---GUITARE---GUITAR_JR35959","","School of Music","Ottawa, ON","","$87.76 hour","## Overview\nThe course covers Applied Music for guitar students at various levels. Multiple course codes are associated with this posting, including MUS10311, MUS10321, MUS19011, MUS19201, MUS20301, MUS20311, MUS20321, MUS29201, MUS30301, MUS30311, MUS30321, MUS39201, MUS40301, MUS40311, MUS40321, MUS40331, MUS40351, MUS49201, MUS6900, MUS6901, MUS6902, MUS6903, MUS6907, MUS6908.\n\n## Responsibilities\n- Deliver applied music instruction to guitar students at the university level\n- Schedule lessons in coordination with students\n\n## Qualifications\n- Experience as a guitar teacher and performer\n- Experience teaching guitar at the university level","Winter 2027","","","","","","","","","","[]","[""Guitar""]","","[""Master's degree in music""]","[]","","","","","","","[""description_over_500_chars""]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---HAUTBOIS---OBOE_JR35969-1","4103","0","fully_parsed","","Applied Music - Hautbois/Oboe","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---HAUTBOIS---OBOE_JR35969-1","","School of Music","Ottawa, ON","","$87.76 hour","## Overview\nTeaching applied music (oboe) to students at various levels, including multiple course codes from MUS 10311 to MUS 6908.\n\n## Responsibilities\n- Deliver one-on-one applied music instruction in oboe\n- Schedule lessons with each student\n- Vary hours per week based on student enrollment\n\n## Qualifications\n- Experience as an oboe teacher and performer\n- Experience teaching oboe at university level\n\n## Compensation & Benefits\n(2024-2025 rates, excludes vacation and statutory pay; retroactive pay after ratification)\n- Total work hours: 24 (course credits: 6)","Fall 2026","","","","","","","","","","[]","[""Oboe""]","","[""Master's degree in music""]","[]","[""French""]","","","","","","[""description_over_500_chars""]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---PERCUSSION_JR35971","4096","0","fully_parsed","","Applied Music - Percussion","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---PERCUSSION_JR35971","","School of Music, Faculty of Arts","Ottawa, ON","","$87.76 hour","## Responsibilities\n- Deliver applied music instruction to percussion students at various levels\n- Coordinate schedules with individual students\n\n## Qualifications\n- Experience as a teacher and performer of percussion\n- Experience teaching percussion students at the university level","Fall 2026","","","","","","","","","","[]","[""percussion""]","","[""Master's degree in music""]","[]","","","","","","","[]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---PIANO_JR35972","4102","0","fully_parsed","","Applied Music - Piano","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---PIANO_JR35972","","School of Music","Ottawa, ON","","$87.76 hour","## Overview\nThis position involves teaching Applied Music - Piano to students at different levels. The number of positions and hours may change according to registration.\n\n## Responsibilities\n- Provide individual piano instruction to university students at various levels\n- Adapt teaching to each student's schedule, to be fixed with each student\n\n## Qualifications\n- Experience as a teacher and performer of piano\n- Experience teaching piano at the university level\n\n## Compensation & Benefits\n(2024-2025 rates)\n- Rates do not include vacation pay or statutory pay\n- Retroactive pay will be paid after ratification of new collective agreement\n- Hours per week may vary according to number of students","Winter 2027","","","","","","","","","","[]","[""Piano""]","","[""Master's degree in music""]","[]","","","","","","","[""description_over_500_chars""]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---SAXOPHONE_JR35973","4105","0","fully_parsed","","Applied Music - Saxophone","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---SAXOPHONE_JR35973","","Faculty of Arts / School of Music","Ottawa, ON","","$87.76 hour","## Overview\nThis posting is for Applied Music courses covering multiple levels of saxophone instruction. The number of positions and hours may vary with registration. Teaching is in person.\n\n## Responsibilities\n- Deliver individual applied music instruction to saxophone students at various university levels\n- Schedule lessons with each student\n\n## Qualifications\n- Experience as a teacher and performer of saxophone\n- Experience teaching university-level saxophone students","Winter 2027","","","","","","","","","","[]","[""Saxophone""]","","[""Master's degree in music""]","[]","","","","","","","[]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---TROMBONE_JR35974-1","4100","0","fully_parsed","","Applied Music - Trombone","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---TROMBONE_JR35974-1","","School of Music","Ottawa, ON","","$87.76 hour","## Overview\nApplied Music courses encompass students from different levels who play the same instrument. Multiple course codes are related to this type of posting, including MUS 10311 A00 - MUS 10312 A00, MUS 10321 A00 - MUS 10322 A00, MUS 19011 A00 - MUS 19012 A00, MUS 19201 A00 - MUS 19202 A00, MUS 20301 A00 - MUS 20302 A00, MUS 20311 A00 - MUS 20312 A00, MUS 20321 A00 - MUS 20322 A00, MUS 29201 A00 - MUS 29202 A00, MUS 30301 A00 - MUS 30302 A00, MUS 30311 A00 - MUS 30312 A00, MUS 30321 A00 - MUS30322 A00, MUS 39201 A00 - MUS 39202 A00, MUS 40301 A00 - MUS 40302 A00, MUS 40311 A00 - MUS 40312 A00, MUS40321 A00 - MUS40322 A00, MUS 40331 A00 - MUS 40332 A00, MUS 40351 A00 - MUS 40352 A00, MUS 49201 A00 - MUS 49202 A00, MUS6900 A00, MUS6901 A00, MUS6902 A00, MUS6903 A00, MUS6907 A00, MUS6908 A00. Year-long course. Delivery mode: in person. Language of instruction: English and French.\n\n## Responsibilities\n- Deliver applied music instruction to trombone students at various levels\n- Schedule lessons with each student\n\n## Qualifications\n- Experience as a teacher and performer of trombone\n- Experience teaching trombone students at the university level\n\n## Nice to Have\n- Competence in second language (French)","1 year","","","","","","","","","","[]","[""Trombone""]","","[""Master's degree in music""]","[]","[""English"",""French""]","","","","","","[""description_over_500_chars"",""description_over_1000_chars""]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---TROMPETTE---TRUMPET_JR35976","4097","0","fully_parsed","","Applied Music - Trumpet","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---TROMPETTE---TRUMPET_JR35976","","School of Music","Ottawa, ON","","$87.76 hour","## Overview\nApplied Music courses encompass students from different levels who play the same instrument.\n\n## Responsibilities\n- Teach trumpet to university students at various levels\n- Schedule lessons with each student individually\n\n## Qualifications\n- Experience as a teacher and performer of trumpet\n- Experience teaching university-level trumpet students","Winter 2027","","","","","","","","","","[]","[""Trumpet""]","","[""Master's degree in music""]","[]","","","","","","","[]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---VIOLON-VIOLIN_JR35979","4098","0","fully_parsed","","Applied Music - Violin","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS30301---MUS30302--Applied-Music---VIOLON-VIOLIN_JR35979","","School of Music","Ottawa, ON","","$87.76 hour","## Responsibilities\n- Deliver individual applied violin instruction to students at various levels across multiple course codes\n- Assess student progress and assign grades\n- Coordinate scheduling with each student\n\n## Qualifications\n- Experience as a violin teacher and performer\n- Experience teaching violin at the university level\n\n## Compensation & Benefits\n(2024-2025 rates, does not include vacation pay or statutory pay; rates subject to collective agreement retroactive adjustment)\n- Hours per week may vary according to number of students assigned## Nice to Have\n- Competence in second language (French/English)","Winter 2027","","","","","","","","","","[]","[""Violin""]","","[""Master's degree in music""]","[]","[]","","","","","","[""description_over_500_chars""]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS6980-A---B--Leons-particulires--Composition--I---Applied-Music--Composition--I_JR36008","4093","0","fully_parsed","","Leçons particulières (Composition) I / Applied Music (Composition) I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027---MUS6980-A---B--Leons-particulires--Composition--I---Applied-Music--Composition--I_JR36008","","School of Music, Faculty of Arts","Ottawa, ON","","$87.76 hour","## Overview\nTeaching applied music composition to students at different levels. Course codes include MUS6981, MUS6982, MUS6983.\n\n## Responsibilities\n- Deliver individual composition lessons to students\n- Schedule lessons individually with each student\n\n## Qualifications\n- Professional experience in composition in various forms and media\n- Evidence of extensive composition activities","Winter 2027","","","","","","","","","","[]","[""Composition""]","","[""PhD in composition""]","[]","","","","","","","[]"
"archive","APTPUO---Aut-Fall-2026---Hiver-Winter-2027-MUS3944-A-1-2---Musique-de-chambre-I-Chamber-Music-I_JR35999","4099","0","fully_parsed","","Chamber Music I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---Hiver-Winter-2027-MUS3944-A-1-2---Musique-de-chambre-I-Chamber-Music-I_JR35999","","School of Music, Faculty of Arts","Ottawa, ON","","","## Overview\nÉtude pratique du répertoire de musique de chambre depuis le duo jusqu'aux ensembles plus importants. / A practical study of chamber music from duos to larger ensembles.\n\n## Responsibilities\n- Coach chamber music ensembles\n- Teach practical chamber music repertoire\n- Schedule rehearsals with students\n\n## Qualifications\n- Extensive experience as an orchestral musician\n- Knowledge of chamber music repertoire\n- Wide experience as a chamber music coach\n- Experience in a major orchestra\n- Expertise in low brass instruments (trombone, euphonium, tuba)\n- Experience teaching at university level","","","","","","","","","","","[]","[""trombone"",""euphonium"",""tuba""]","","[""Master's degree in music""]","[]","","","","","","","[""description_over_500_chars""]"
"archive","APTPUO---Aut-Fall-2026---MUS3953-A---Classes-instrumentales---flte--bec---Instrumental-Classes---Recorder_JR35584","3921","0","fully_parsed","","Instrumental Classes - Recorder","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026---MUS3953-A---Classes-instrumentales---flte--bec---Instrumental-Classes---Recorder_JR35584","","Faculty of Arts / School of Music","Ottawa, ON","","$87.76 hour","## Responsibilities\n- Deliver class instruction in recorder\n\n## Qualifications\n- Experience as teacher and performer of recorder\n- Experience teaching beginners on the recorder\n\n## Compensation & Benefits\n(2024-2025 rates, does not include vacation or statutory pay; retroactive pay after ratification of new collective agreement)\n- Work hours: 21 hours for 3 credits","","","","","","","","","","Fall 2026","[]","[""recorder"",""teaching beginners on recorder""]","","[""Master's degree in music""]","[]","","","","","[""Operations & compliance""]","[""Education & mentoring"",""Operations & compliance""]","[]"
"archive","APTPUO---Aut-Fall-2026-Hiver-Winter-2027---MUS4018-1-2---Composition-II---Composition-II_JR36334","4091","0","fully_parsed","","Composition II","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Aut-Fall-2026-Hiver-Winter-2027---MUS4018-1-2---Composition-II---Composition-II_JR36334","","École de musique / School of Music","Ottawa, ON","","$87.76 hour","## Responsibilities\n- Deliver composition instruction in various forms and media\n- Schedule lessons individually with each student\n\n## Qualifications\n- Masters in Music or equivalent, preferably in composition\n- Professional experience in composition in various forms and media","Winter 2027","","","","","","","","","","[]","[""Composition""]","","","","[""French""]","","","","","","[]"
"archive","APTPUO---Automne-2026----DVM-6512-A00_JR36759","4048","0","fully_parsed","","Thèmes choisis en environnement, ressources naturelles et durabilité","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026----DVM-6512-A00_JR36759","","École de développement international et mondialisation / School of International Development and Global Studies","Ottawa, ON","","$239.47 hour","## Overview\nDVM 6512 Thèmes choisis en environnement, ressources naturelles et durabilité (3 crédits) - Cours magistral. Horaire: Vendredi 14h30-17h20.\n\n## Qualifications\n- Doctorat complété ou en voie d’être complété en développement international ou dans un domaine connexe\n- Expérience en enseignement universitaire un atout\n- Soumettre une ébauche de plan de cours (une à deux pages) indiquant comment répondre aux attentes du cours","","","","DVM 6512","","","","","","Fall 2026","[]","[]","","","","","","","","","","[]"
"archive","APTPUO---Automne-2026----PDP16151-A00---ENS-AUX-LVES-CCIT-PART-I_JR37601","3514","0","fully_parsed","ENS. AUX ÉLÈVES CÉCITÉ PART I","ENS. AUX ÉLÈVES CÉCITÉ PART I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026----PDP16151-A00---ENS-AUX-LVES-CCIT-PART-I_JR37601","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026----PDP16151-A00---ENS-AUX-LVES-CCIT-PART-I_JR37601","Faculté d'éducation / Faculty of Education","Ottawa, ON","","","## Overview\nThis is a virtual course on teaching students with blindness, part 1 of 3, covering specialized communication systems, formulation and adaptation of pedagogical objectives and development of adapted teaching strategies.\n\n## Responsibilities\n- Formulate, adapt and implement pedagogical objectives for students with blindness\n- Develop and deliver specialized communication systems instruction\n- Create and implement adapted teaching strategies and programming\n- Grade assignments and handle course administration\n- Conduct student consultations\n\n## Qualifications\n- Implementing the Ontario curriculum in this subject\n- Specialized qualification in the field\n- Recent full-time teaching experience in a school or administration experience in a school board\n- Up-to-date qualification confirmation in the field\n- Ability to apply the Standards of Practice and Code of Ethics of the Ontario College of Teachers","","","","PDP16151 — ENS. AUX ÉLÈVES CÉCITÉ PART I","","","","","","Fall 2026","[]","[]","[""2 years""]","[""Master's degree in education""]","[]","","","","","[""Education & mentoring"",""Planning & evaluation"",""Client care""]","[""Education & mentoring"",""Planning & evaluation""]","[""description_over_500_chars""]"
"archive","APTPUO---Automne-2026---ADM3705A---La-simulation-pour-l-analytique-de-gestion_JR34124","4063","0","fully_parsed","","Professeur à temps-partiel - La simulation pour l'analytique de gestion","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---ADM3705A---La-simulation-pour-l-analytique-de-gestion_JR34124","","École de gestion Telfer / Telfer School of Management","Ottawa, ON","","$239.47 hour","## Responsibilities\n- Deliver lectures on simulation modeling for management analytics\n- Grade assignments and exams\n- Hold office hours and provide student consultation\n- Manage course administration\n\n## Qualifications\n- MBA or Master's degree in science (PhD preferred)\n- Recent professional experience in business analytics\n- Teaching experience, preferably in the course subject area","","","","","","","","","","Fall 2026","[]","[""Simulation software"",""Business analytics""]","","[""MBA or Master's degree in science""]","[]","","","","","","","[]"
"archive","APTPUO---Automne-2026---ADM4746A---L-audit-dans-un-environnement-numrique_JR33811","3430","0","fully_parsed","Réaffichage - ATPUO - L'audit dans un environnement numérique","Réaffichage - ATPUO - L'audit dans un environnement numérique","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---ADM4746A---L-audit-dans-un-environnement-numrique_JR33811","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/APTPUO---Automne-2026---ADM4746A---L-audit-dans-un-environnement-numrique_JR33811","Telfer School of Management","Ottawa, ON","","$239.47 hour","## Responsibilities\n- Deliver course content on IT risks, data analysis in audit, automated data capture, blockchain, cryptocurrency, IoT, cloud computing, system reliability, security, privacy, integrity, availability, control frameworks, strategic intelligence, AI, machine learning, system lifecycle, information assets and intellectual property.\n- Grade assignments and exams\n- Hold office hours\n\n## Qualifications\n- MBA or (PhD preferred) in accounting information systems verification\n- Recent professional experience in the course subject area\n- Professional designation in finance and a specialist designation","","","","ADM4746A — L'audit dans un environnement numérique","","","","","","Fall 2026","[""Pension""]","[""MBA"",""Master's degree"",""Doctorate"",""CA"",""CGA"",""CMA"",""CIA"",""CA-IFA"",""Professional accounting designation""]","","[""MBA or Master's degree in accounting information systems verification""]","[]","","","","","[""Operations & compliance""]","[]","[""description_over_500_chars""]"
